symbol,name,sector,sector_class,status,all_pass,manual_cash_check,g1_solvency,g3_margin_slope,g4_cfo_np,g5_roe_relative,g6_new_high,g7_fwd_pe,composite,cagr_score,yield_score,peg_score,cagr_3y_pct,dividend_yield_pct,peg,roe_3y_avg_pct,fwd_pe,price,mcap
BTC,THE BROOKER GROUP PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,30.0,0.0,100.0,0.0,-21.29,13.24,,0.44,11.0,0.17,1836139480.07
BTG,BETAGRO PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,YES,NA,NO,NO,YES,30.62,0.0,100.0,2.08,-5.57,7.43,0.042,8.92,7.12,20.2,39082960000.0
BTNC,BOUTIQUE NEWCITY PUBLIC COMPANY LIMITED,Fashion,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,30.0,0.0,100.0,0.0,,9.26,,4.05,6.35,16.2,194400000.0
BTS,BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-17.9,15.05,,-1.02,,2.06,33153235457.2
BTW,BT WEALTH INDUSTRIES PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,425.0,,-42.61,,0.08,60480000.0
BUI,BANGKOK UNION INSURANCE PUBLIC COMPANY LIMITED,Insurance,default,scanned,NO,N/A,YES,NO,NO,YES,NO,YES,46.77,21.96,31.53,95.08,5.71,1.8,1.451,13.25,8.28,11.1,629552832.0
BVG,BlueVenture Group Public Company Limited,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,40.74,19.51,80.0,29.78,5.07,5.0,0.596,9.23,12.07,1.62,729000000.0
BWG,BETTER WORLD GREEN PUBLIC COMPANY LIMITED,Professional Services,default,scanned,NO,N/A,YES,YES,NA,NO,YES,YES,13.5,0.0,43.75,1.23,,2.5,0.025,-2.06,4.3,0.3,1914362469.9
BYD,BEYOND SECURITIES PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,NO,NO,NA,NO,NO,NO,14.84,0.0,48.49,0.99,,2.77,0.02,-17.94,16.4,0.48,2501101841.28
CAZ,CAZ (THAILAND) PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,30.0,0.0,100.0,0.0,-100.0,12.97,,7.79,4.04,1.63,492978425.76
CBG,CARABAO GROUP PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,47.29,1.86,55.15,100.0,0.48,3.15,28.197,19.12,13.65,41.25,41250000000.0
CCET,"CAL-COMP ELECTRONICS (THAILAND) PUBLIC CO., LTD.",Electronic Components,default,scanned,NO,N/A,NO,YES,YES,NO,YES,NO,56.88,100.0,44.09,12.18,112.05,2.52,0.244,6.5,32.46,6.35,66357517976.85
CCP,CHONBURI CONCRETE PRODUCT PUBLIC COMPANY LIMITED,Construction Materials,default,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,63.92,100.0,67.31,12.42,34.79,3.85,0.248,5.38,8.64,0.26,719687847.06
CEN,CAPITAL ENGINEERING NETWORK PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,30.0,0.0,100.0,0.0,-100.0,18.46,,-9.05,196.0,0.65,484355253.85
CENTEL,CENTRAL PLAZA HOTEL PUBLIC COMPANY LIMITED,Tourism & Leisure,default,scanned,NO,N/A,NO,YES,YES,NO,YES,YES,64.9,100.0,37.52,45.48,71.07,2.14,0.91,8.15,12.45,31.25,42187500000.0
CEYE,Chamni's Eye Public Company Limited,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,27.91,0.0,93.03,0.0,-7.17,6.3,,9.08,81.78,1.19,345052492.82
CFARM,CHUWIT FARM (2019) PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,NO,13.44,0.0,44.8,0.0,,2.56,,,38.1,0.78,452400000.0
CFRESH,SEAFRESH INDUSTRY PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,30.0,0.0,100.0,0.0,-100.0,20.02,,2.51,10.71,0.9,834389280.0
CGD,COUNTRY GROUP DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,0.41,,0.12,991935486.0
CGH,COUNTRY GROUP HOLDINGS PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,YES,NA,NO,NO,YES,30.0,0.0,100.0,0.0,-30.81,7.0,,-0.41,13.6,0.5,2076224214.5
CH,Chin Huay Public Company Limited,Food & Beverage,default,scanned,NO,N/A,YES,NO,YES,NO,YES,NO,49.1,91.41,35.47,6.32,23.77,2.03,0.126,8.03,15.85,1.48,1184000000.0
CHAO,CHAOSUA FOODS INDUSTRY PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,NA,NA,NA,NA,NO,20.85,0.0,69.51,0.0,,3.97,,,16.53,4.28,1284000000.0
CHASE,Chase Asia Public Company Limited,Finance & Securities,bank,scanned,NO,N/A,YES,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,-31.72,,,4.89,408.82,0.46,913690502.0
CHAYO,CHAYO GROUP PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,NO,NO,NO,YES,51.65,12.56,55.42,100.0,3.26,3.17,1.945,9.5,6.35,1.14,1328798617.08
CHEWA,CHEWATHAI PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,10.76,,-6.11,,0.17,216754910.11
CHG,CHULARAT HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,24.0,0.0,80.0,0.0,-30.58,5.0,,12.84,14.11,1.4,15400000000.0
CHIC,CHIC REPUBLIC PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NO,0.0,0.0,0.0,0.0,-100.0,,,-0.82,40.87,0.29,394400000.0
CHO,CHO THAVEE PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,176.83,,-128.39,,0.06,45974084.0
CHOTI,"KIANG HUAT SEA GULL TRADING FROZEN FOOD PUBLIC CO., LTD.",Food & Beverage,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,12.88,,2.74,,66.0,495000000.0
CHOW,CHOW BRIGHT VENTURES HOLDINGS PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,NO,29.55,0.0,98.49,0.0,,6.85,,38.02,20.02,1.46,1168000000.0
CI,CHARN ISSARA DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,YES,NA,NO,NO,NA,22.68,0.0,75.59,0.0,,4.56,,-14.26,,0.34,362731292.96
CIG,C.I.GROUP PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,83.33,,-45.56,,0.03,112097330.97
CIMBT,CIMB THAI BANK PUBLIC COMPANY LIMITED,Banking,bank,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,38.33,20.51,100.0,0.43,5.33,15.95,0.009,5.27,0.67,0.37,12884237312.0
CITY,CITY STEEL PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,17.21,0.0,57.38,0.0,,3.28,,-2.15,,1.22,366000000.0
CIVIL,CIVIL ENGINEERING PUBLIC COMPANY LIMITED,Construction Services,default,scanned,NO,N/A,NO,YES,NO,NO,NO,YES,18.0,0.0,32.71,27.3,-15.83,1.87,0.546,5.57,12.19,1.07,749000000.0
CK,CH. KARNCHANG PUBLIC COMPANY LIMITED,Construction Services,default,scanned,NO,N/A,NO,NO,NO,NO,YES,YES,54.58,100.0,43.99,4.62,44.43,2.51,0.092,8.0,12.03,17.9,30320754008.8
CKP,CK POWER PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,28.22,17.39,66.38,4.48,4.52,3.79,0.09,6.59,9.58,2.32,18860167931.28
CM,CHIANGMAI FROZEN FOODS PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,YES,NA,NO,NO,YES,10.37,0.0,34.55,0.0,,1.97,,2.97,5.94,1.57,598398788.25
CMAN,CHEMEMAN PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,default,scanned,NO,N/A,NO,YES,YES,NO,YES,YES,68.35,100.0,83.96,10.55,33.53,5.4,0.211,10.03,9.2,2.78,2668800000.0
CMC,CHAOPRAYAMAHANAKORN PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,35.71,0.0,19.04,100.0,-100.0,1.09,1.572,-6.96,5.37,0.34,374752477.46
CMO,CMO PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,30.0,0.0,100.0,0.0,,9.63,,-28.27,7.81,0.6,255704912.4
CMR,CHIANG MAI RAM MEDICAL BUSINESS PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,30.0,0.0,100.0,0.0,-23.55,16.79,,6.15,2.16,1.3,5292462500.0
CNT,CHRISTIANI & NIELSEN (THAI) PUBLIC COMPANY LIMITED,Construction Services,default,scanned,NO,N/A,NO,YES,NA,NO,NO,NO,24.31,0.0,69.44,11.58,,3.97,0.232,-2.45,16.61,1.26,1295159221.44
COCOCO,Thai Coconut Public Company Limited,Food & Beverage,default,scanned,NO,N/A,NO,NO,YES,YES,NO,YES,30.0,0.0,100.0,0.0,-6.88,7.96,,16.46,13.18,5.65,8305500000.0
COLOR,SALEE COLOUR PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,37.13,0.0,51.47,72.3,-13.55,2.94,1.223,5.17,25.44,1.02,600744383.64
COM7,COM7 PUBLIC COMPANY LIMITED,Commerce,retail,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,46.33,39.17,74.9,27.32,10.18,4.49,0.546,39.47,12.5,24.5,58498619742.5
COMAN,COMANCHE INTERNATIONAL PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,15.39,,-8.51,,0.57,95422367.34
CPALL,CP ALL PUBLIC COMPANY LIMITED,Commerce,retail,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,76.83,100.0,61.76,60.99,28.57,3.53,1.11,20.02,12.53,46.75,419959988019.0
CPANEL,CPANEL PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NO,30.0,0.0,100.0,0.0,-100.0,10.67,,9.51,26.46,1.5,244767859.5
CPAXT,CP AXTRA PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,63.74,25.86,77.97,100.0,6.72,4.8,2.087,3.23,14.03,14.8,154329394640.0
CPF,CHAROEN POKPHAND FOODS PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,YES,NA,NO,YES,YES,65.49,83.57,95.1,11.77,21.73,6.51,0.235,5.49,6.79,19.2,161413681632.0
CPH,CASTLE PEAK HOLDINGS PUBLIC COMPANY LIMITED,Fashion,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,72.96,100.0,100.0,9.85,31.72,9.68,0.197,15.78,6.25,7.75,310000000.0
CPI,CHUMPORN PALM OIL INDUSTRY PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,45.11,31.91,100.0,7.81,8.3,8.04,0.156,10.13,4.77,3.36,2126048904.0
CPL,CPL GROUP PUBLIC COMPANY LIMITED,Fashion,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,7.25,,-9.04,,0.69,303492555.96
CPN,CENTRAL PATTANA PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,YES,YES,YES,YES,69.0,78.97,64.37,60.34,20.53,3.68,1.103,17.53,13.93,65.25,292842000000.0
CPR,CPR GOMU INDUSTRIAL PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,6.86,0.0,22.85,0.0,-30.32,1.31,,6.63,25.51,2.68,533320000.0
CPT,CPT DRIVES AND POWER PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,default,scanned,NO,N/A,YES,YES,NA,NO,NO,YES,11.62,0.0,38.72,0.0,,2.21,,3.64,13.18,1.13,1017000000.0
CPW,COPPERWIRED PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,70.14,25.35,100.0,100.0,6.59,8.26,2.023,13.3,13.33,2.3,1380000000.0
CRANE,CHU KAI PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,default,scanned,NO,N/A,NO,YES,NA,NO,NO,NA,14.78,0.0,49.28,0.0,,2.82,,-3.53,,0.38,288111451.78
CRC,CENTRAL RETAIL CORPORATION PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,61.67,4.18,100.0,100.0,1.09,8.83,12.634,11.8,13.73,20.5,123635500000.0
CRD,CHIANGMAI RIMDOI PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,YES,NA,NO,YES,YES,57.58,100.0,58.33,0.27,26.22,3.33,0.005,-8.24,2.77,0.36,180000000.0
CREDIT,THAI CREDIT BANK PUBLIC COMPANY LIMITED,Banking,bank,scanned,NO,N/A,YES,NA,NO,YES,YES,YES,60.45,75.07,84.75,16.65,19.52,5.47,0.333,18.82,3.6,17.9,22103622073.8
CSC,CROWN SEAL PUBLIC COMPANY LIMITED,Packaging,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,48.37,54.0,81.72,7.51,14.04,5.17,0.15,5.97,9.3,43.5,2262033712.5
CSP,CSP STEEL CENTER PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,60.0,,-13.53,,0.5,248084413.0
CSR,CITY SPORTS AND RECREATION PUBLIC COMPANY LIMITED,Tourism & Leisure,default,scanned,NO,N/A,YES,YES,YES,NO,YES,NO,72.68,100.0,46.14,62.81,35.97,2.64,1.128,4.21,22.85,77.0,1578499968.0
CSS,COMMUNICATION AND SYSTEM SOLUTION PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,25.76,0.0,81.28,4.57,-32.5,5.13,0.091,3.95,25.03,0.78,917076489.42
CTW,CHAROONG THAI WIRE & CABLE PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,default,scanned,NO,N/A,YES,YES,NA,NO,NO,YES,13.38,0.0,44.59,0.0,,2.55,,-0.09,11.65,3.14,1249425731.76
CV,CLOVER POWER PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,-100.0,,,-6.96,,0.03,25647054.0
CWT,CHAI WATANA TANNERY GROUP PUBLIC COMPANY LIMITED,Automotive,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NO,30.0,0.0,100.0,0.0,-83.09,7.54,,1.27,20.37,0.71,447382690.15
D,DENTAL CORPORATION PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,24.73,0.0,82.45,0.0,,5.24,,10.58,8.69,2.86,978679347.36
DCC,DYNASTY CERAMIC PUBLIC COMPANY LIMITED,Construction Materials,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,24.56,0.0,81.85,0.0,-17.85,5.19,,15.92,9.92,1.35,12319575209.1
DCON,DCON PRODUCTS PUBLIC COMPANY LIMITED,Construction Materials,default,scanned,NO,N/A,YES,NO,NO,NO,NO,NO,7.09,0.0,23.62,0.0,-19.23,1.35,,5.23,129.93,0.2,1077268079.2
DDD,DO DAY DREAM PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,default,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,18.9,0.0,63.0,0.0,-33.24,3.6,,0.67,13.33,5.0,1589438500.0
DELTA,DELTA ELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,Electronic Components,default,scanned,NO,N/A,YES,YES,YES,YES,YES,NO,57.68,66.83,3.14,100.0,17.38,0.18,2.63,27.97,81.6,334.0,4166254590760.0
DEMCO,DEMCO PUBLIC COMPANY LIMITED,Construction Services,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,30.0,0.0,100.0,0.0,-100.0,10.92,,-6.37,140.25,2.38,1793948285.92
DEXON,DEXON Technology Public Company Limited,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,NO,59.45,0.0,98.18,100.0,,6.82,2.295,19.09,30.2,0.88,419320000.0
DHOUSE,DHOUSE PATTANA PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-2.99,,0.38,344533330.8
DIMET,DIMET (SIAM) PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,9.2,,-45.59,,0.05,134550123.45
DITTO,DITTO (THAILAND) PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,NO,NO,YES,YES,YES,67.62,100.0,74.25,17.8,31.69,4.42,0.356,17.86,13.09,11.3,7841223668.7
DMT,DON MUANG TOLLWAY PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,YES,NO,YES,NO,YES,YES,56.55,43.06,100.0,31.1,11.2,7.5,0.622,11.4,12.18,11.2,13229807360.0
DOD,DOD BIOTECH PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,NA,NO,NO,YES,16.82,0.0,53.03,3.03,-100.0,3.03,0.061,-17.43,12.47,1.65,743183570.25
DOHOME,DOHOME PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,YES,YES,NO,NO,NO,0.69,0.0,2.29,0.0,-8.08,0.13,,4.97,15.08,3.36,11367841907.52
DPAINT,DELTA PAINT PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,-100.0,,,-6.34,,0.68,156400000.0
DRT,DIAMOND BUILDING PRODUCTS PUBLIC COMPANY LIMITED,Construction Materials,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,28.92,0.0,96.39,0.0,-20.21,6.64,,19.36,6.34,4.82,4121259542.0
DTCENT,D.T.C. Enterprise Public Company Limited,Information & Communication Technology,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,61.96,52.01,97.56,39.64,13.52,6.76,0.793,6.64,11.87,0.9,1184196929.4
DTCI,D.T.C. INDUSTRIES PUBLIC COMPANY LIMITED,Home & Office Products,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,7.72,0.0,25.74,0.0,-100.0,1.47,,1.26,,17.0,170000000.0
DUSIT,DUSIT THANI PUBLIC COMPANY LIMITED,Tourism & Leisure,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,9.88,0.0,32.92,0.0,,1.88,,-11.02,4.88,10.1,8585000000.0
EA,ENERGY ABSOLUTE PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,33.7,0.0,100.0,12.34,-100.0,7.84,0.247,-2.94,1.21,2.64,19606754127.84
EASON,EASON & CO PUBLIC COMPANY LIMITED,Automotive,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,30.0,0.0,100.0,0.0,,7.55,,7.99,6.21,1.06,600770841.7
EAST,EASTERN COMMERCIAL LEASING PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,NO,NO,NO,YES,16.43,0.0,54.77,0.0,-31.62,3.13,,6.32,6.74,0.64,1065254759.04
EASTW,EASTERN WATER RESOURCES DEVELOPMENT AND MANAGEMENT PCL.,Energy & Utilities,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,3.28,0.0,10.94,0.0,-64.72,0.62,,3.11,4.0,3.2,5323920476.8
ECF,EAST COAST FURNITECH PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,52.83,,-10.1,,0.06,68744544.0
EFORL,E FOR L AIM PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,33.75,0.0,100.0,12.5,-71.05,156.15,0.25,6.03,11.66,0.13,519802057.84
EGCO,ELECTRICITY GENERATING PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,64.04,79.92,85.56,21.33,20.78,5.56,0.427,0.79,8.87,117.0,61596405000.0
EKH,EKACHAI MEDICAL CARE PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,27.22,0.0,90.73,0.0,-21.93,6.07,,12.31,15.28,4.94,4226646201.18
EMC,EMC PUBLIC COMPANY LIMITED,Construction Services,default,scanned,NO,N/A,NO,YES,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,426.0,,-21.27,,0.02,251412663.6
EMPIRE,ORIGIN GLOBAL EMPIRE PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-42.89,,0.36,226980000.0
EP,EASTERN POWER GROUP PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,14.95,,-14.57,,1.0,932507097.0
EPG,EASTERN POLYMER GROUP PUBLIC COMPANY LIMITED,Construction Materials,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,21.43,0.0,71.44,0.0,-20.71,4.14,,8.41,7.54,3.62,10136000000.0
ERW,THE ERAWAN GROUP PUBLIC COMPANY LIMITED,Tourism & Leisure,default,scanned,NO,N/A,NO,YES,YES,YES,NO,YES,13.41,0.0,44.71,0.0,,2.55,,12.95,13.22,2.74,13390186635.46
ESTAR,EASTERN STAR REAL ESTATE PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NO,NO,NO,NO,YES,64.58,62.98,100.0,31.3,16.37,9.09,0.626,0.79,8.74,0.22,1104894160.7
ETC,EARTH TECH ENVIRONMENT PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,28.98,0.0,95.8,0.8,-20.71,6.58,0.016,2.97,3.24,0.73,1635200000.0
ETE,EASTERN TECHNICAL ENGINEERING PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,24.25,0.0,80.85,0.0,-20.71,5.08,,3.03,12.43,0.59,330400000.0
ETL,Euroasia Total Logistics Public Company Limited,Transportation & Logistics,default,scanned,NO,N/A,YES,NA,NA,NA,NA,YES,0.0,0.0,0.0,0.0,,,,,13.87,0.48,297600000.0
EURO,Euro Creations Public Company Limited,-,default,scanned,NO,N/A,NO,NO,YES,YES,NO,YES,25.45,0.0,84.82,0.0,,5.48,,56.71,8.7,4.56,1390800000.0
EVER,EVERLAND PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,YES,NA,NO,NO,NA,29.25,0.0,97.5,0.0,,6.75,,-16.6,,0.04,194191462.08
F&D,FOOD AND DRINKS PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,YES,YES,NO,YES,NO,94.3,100.0,81.0,100.0,105.53,5.1,117.309,4.13,6783.28,50.0,881215400.0
FANCY,FANCY WOOD INDUSTRIES PUBLIC COMPANY LIMITED,Home & Office Products,default,scanned,NO,N/A,YES,YES,NA,NO,YES,NO,30.0,0.0,100.0,0.0,,25.0,,-2.14,19.0,0.2,123000000.0
FE,FAR EAST FAME LINE DDB PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,YES,NO,NO,YES,YES,68.45,100.0,82.96,11.87,34.18,5.3,0.237,5.99,14.68,160.5,1263134976.0
FLOYD,FLOYD PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,YES,YES,70.8,100.0,100.0,2.65,105.66,9.43,0.053,6.67,6.52,1.06,471109435.84
FM,FOOD MOMENTS PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,YES,YES,YES,NO,YES,30.0,0.0,100.0,0.0,,8.79,,18.53,5.33,3.98,3931554843.0
FMT,FINE METAL TECHNOLOGIES PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,24.79,0.0,82.63,0.0,-100.0,5.26,,-0.67,,19.0,912000000.0
FN,FN FACTORY OUTLET PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,3.96,0.0,13.21,0.0,,0.76,,-11.92,4.55,0.49,490000000.0
FNS,FNS HOLDINGS PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,38.46,,-39.15,,0.52,260338553.8
FORTH,FORTH CORPORATION PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,NO,NO,YES,YES,NO,YES,18.69,0.0,62.31,0.0,-32.6,3.56,,26.39,12.38,13.2,12346946040.0
FPI,FORTUNE PARTS INDUSTRY PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,24.79,0.0,82.63,0.0,-5.66,5.26,,16.51,8.22,1.52,2299805499.68
FPT,FRASERS PROPERTY (THAILAND) PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,54.0,0.0,80.0,100.0,-16.0,5.0,4.708,4.33,7.44,6.4,14843375481.6
FSMART,FORTH SMART SERVICE PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,YES,YES,YES,NO,YES,31.72,9.5,84.68,8.39,2.47,5.47,0.168,29.26,7.34,6.95,5234332035.0
FSX,FINANSIA X PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,NA,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-0.81,,1.21,1378500403.72
FTE,FIRETRADE ENGINEERING PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,73.93,100.0,100.0,13.09,38.21,8.5,0.262,12.7,10.0,2.0,1319999848.0
FTI,Function International Public Company Limited,Home & Office Products,default,scanned,NO,N/A,YES,NO,NO,NO,NO,NO,52.97,0.65,75.71,100.0,0.17,4.57,115.639,6.03,19.59,1.75,787500000.0
